	Cell type	Assay	Treatment	Assay type	Source	
179	A549	FOXA1	DEX_100nM	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibA549Foxa1V0416102Dex100nmUniPk.narrowPeak.gz
180	A549	GABP	EtOH_0.02pct	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibA549GabpV0422111Etoh02UniPk.narrowPeak.gz
181	A549	GR	DEX_500pM	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibA549GrPcr1xDex500pmUniPk.narrowPeak.gz
182	A549	GR	DEX_50nM	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibA549GrPcr1xDex50nmUniPk.narrowPeak.gz
183	A549	GR	DEX_5nM	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibA549GrPcr1xDex5nmUniPk.narrowPeak.gz
184	A549	GR	DEX_100nM	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibA549GrPcr2xDex100nmUniPk.narrowPeak.gz
185	A549	NRSF	EtOH_0.02pct	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibA549NrsfV0422111Etoh02UniPk.narrowPeak.gz
186	A549	p300	EtOH_0.02pct	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibA549P300V0422111Etoh02UniPk.narrowPeak.gz
187	A549	Pol2	DEX_100nM	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibA549Pol2Pcr2xDex100nmUniPk.narrowPeak.gz
188	A549	Pol2	EtOH_0.02pct	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibA549Pol2Pcr2xEtoh02UniPk.narrowPeak.gz
189	A549	Sin3Ak-20	EtOH_0.02pct	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibA549Sin3ak20V0422111Etoh02UniPk.narrowPeak.gz
190	A549	SIX5	EtOH_0.02pct	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibA549Six5V0422111Etoh02UniPk.narrowPeak.gz
191	A549	TAF1	EtOH_0.02pct	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibA549Taf1V0422111Etoh02UniPk.narrowPeak.gz
192	A549	TCF12	EtOH_0.02pct	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibA549Tcf12V0422111Etoh02UniPk.narrowPeak.gz
193	A549	USF-1	DEX_100nM	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibA549Usf1Pcr1xDex100nmUniPk.narrowPeak.gz
194	A549	USF-1	EtOH_0.02pct	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibA549Usf1Pcr1xEtoh02UniPk.narrowPeak.gz
195	A549	USF-1	EtOH_0.02pct	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibA549Usf1V0422111Etoh02UniPk.narrowPeak.gz
196	A549	YY1	EtOH_0.02pct	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibA549Yy1cV0422111Etoh02UniPk.narrowPeak.gz
197	A549	ZBTB33	EtOH_0.02pct	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibA549Zbtb33V0422111Etoh02UniPk.narrowPeak.gz
198	ECC-1	CTCF	DMSO_0.02pct	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibEcc1CtcfcV0416102Dm002p1hUniPk.narrowPeak.gz
199	ECC-1	ERalpha	BPA_100nM	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibEcc1EraaV0416102Bpa1hUniPk.narrowPeak.gz
200	ECC-1	ERalpha	Estradiol_10nM	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibEcc1EralphaaV0416102Est10nm1hUniPk.narrowPeak.gz
201	ECC-1	ERalpha	Genistein_100nM	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibEcc1EralphaaV0416102Gen1hUniPk.narrowPeak.gz
202	ECC-1	FOXA1	DMSO_0.02pct	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibEcc1Foxa1sc6553V0416102Dm002p1hUniPk.narrowPeak.gz
203	ECC-1	GR	DEX_100nM	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibEcc1GrV0416102Dex100nmUniPk.narrowPeak.gz
204	ECC-1	Pol2	DMSO_0.02pct	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibEcc1Pol2V0416102Dm002p1hUniPk.narrowPeak.gz
205	GM12878	ATF2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Atf2sc81188V0422111UniPk.narrowPeak.gz
206	GM12878	ATF3		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Atf3Pcr1xUniPk.narrowPeak.gz
207	GM12878	BATF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878BatfPcr1xUniPk.narrowPeak.gz
208	GM12878	BCL11A		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Bcl11aPcr1xUniPk.narrowPeak.gz
209	GM12878	BCL3		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Bcl3V0416101UniPk.narrowPeak.gz
210	GM12878	BCLAF1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Bclaf101388V0416101UniPk.narrowPeak.gz
211	GM12878	CEBPB		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Cebpbsc150V0422111UniPk.narrowPeak.gz
212	GM12878	EBF1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Ebf1sc137065Pcr1xUniPk.narrowPeak.gz
213	GM12878	Egr-1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Egr1Pcr2xUniPk.narrowPeak.gz
214	GM12878	ELF1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Elf1sc631V0416101UniPk.narrowPeak.gz
215	GM12878	ETS1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Ets1Pcr1xUniPk.narrowPeak.gz
216	GM12878	FOXM1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Foxm1sc502V0422111UniPk.narrowPeak.gz
217	GM12878	GABP		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878GabpPcr2xUniPk.narrowPeak.gz
218	GM12878	IRF4		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Irf4sc6059Pcr1xUniPk.narrowPeak.gz
219	GM12878	MEF2A		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Mef2aPcr1xUniPk.narrowPeak.gz
220	GM12878	MEF2C		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Mef2csc13268V0416101UniPk.narrowPeak.gz
221	GM12878	MTA3		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Mta3sc81325V0422111UniPk.narrowPeak.gz
222	GM12878	NFATC1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Nfatc1sc17834V0422111UniPk.narrowPeak.gz
223	GM12878	NFIC		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Nficsc81335V0422111UniPk.narrowPeak.gz
224	GM12878	NRSF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878NrsfPcr1xUniPk.narrowPeak.gz
225	GM12878	p300		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878P300Pcr1xUniPk.narrowPeak.gz
226	GM12878	PAX5-C20		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Pax5c20Pcr1xUniPk.narrowPeak.gz
227	GM12878	PAX5-N19		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Pax5n19Pcr1xUniPk.narrowPeak.gz
228	GM12878	Pbx3		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Pbx3Pcr1xUniPk.narrowPeak.gz
229	GM12878	PML		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Pmlsc71910V0422111UniPk.narrowPeak.gz
230	GM12878	Pol2-4H8		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Pol24h8Pcr1xUniPk.narrowPeak.gz
231	GM12878	Pol2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Pol2Pcr2xUniPk.narrowPeak.gz
232	GM12878	POU2F2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Pou2f2Pcr1xUniPk.narrowPeak.gz
233	GM12878	PU.1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Pu1Pcr1xUniPk.narrowPeak.gz
234	GM12878	Rad21		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Rad21V0416101UniPk.narrowPeak.gz
235	GM12878	RUNX3		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Runx3sc101553V0422111UniPk.narrowPeak.gz
236	GM12878	RXRA		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878RxraPcr1xUniPk.narrowPeak.gz
237	GM12878	SIX5		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Six5Pcr1xUniPk.narrowPeak.gz
238	GM12878	SP1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Sp1Pcr1xUniPk.narrowPeak.gz
239	GM12878	SRF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878SrfPcr2xUniPk.narrowPeak.gz
240	GM12878	STAT5A		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Stat5asc74442V0422111UniPk.narrowPeak.gz
241	GM12878	TAF1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Taf1Pcr1xUniPk.narrowPeak.gz
242	GM12878	TCF12		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Tcf12Pcr1xUniPk.narrowPeak.gz
243	GM12878	TCF3		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Tcf3Pcr1xUniPk.narrowPeak.gz
244	GM12878	USF-1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Usf1Pcr2xUniPk.narrowPeak.gz
245	GM12878	YY1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Yy1sc281Pcr1xUniPk.narrowPeak.gz
246	GM12878	ZBTB33		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Zbtb33Pcr1xUniPk.narrowPeak.gz
247	GM12878	ZEB1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12878Zeb1sc25388V0416102UniPk.narrowPeak.gz
248	GM12891	PAX5-C20		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12891Pax5c20V0416101UniPk.narrowPeak.gz
249	GM12891	Pol2-4H8		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12891Pol24h8Pcr1xUniPk.narrowPeak.gz
250	GM12891	Pol2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12891Pol2Pcr1xUniPk.narrowPeak.gz
251	GM12891	POU2F2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12891Pou2f2Pcr1xUniPk.narrowPeak.gz
252	GM12891	PU.1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12891Pu1Pcr1xUniPk.narrowPeak.gz
253	GM12891	TAF1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12891Taf1Pcr1xUniPk.narrowPeak.gz
254	GM12891	YY1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12891Yy1sc281V0416101UniPk.narrowPeak.gz
255	GM12892	PAX5-C20		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12892Pax5c20V0416101UniPk.narrowPeak.gz
256	GM12892	Pol2-4H8		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12892Pol24h8V0416102UniPk.narrowPeak.gz
257	GM12892	Pol2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12892Pol2V0416102UniPk.narrowPeak.gz
258	GM12892	TAF1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12892Taf1V0416102UniPk.narrowPeak.gz
259	GM12892	YY1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibGm12892Yy1V0416101UniPk.narrowPeak.gz
260	H1-hESC	ATF2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescAtf2sc81188V0422111UniPk.narrowPeak.gz
261	H1-hESC	ATF3		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescAtf3V0416102UniPk.narrowPeak.gz
262	H1-hESC	BCL11A		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescBcl11aPcr1xUniPk.narrowPeak.gz
263	H1-hESC	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescCtcfsc5916V0416102UniPk.narrowPeak.gz
264	H1-hESC	Egr-1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescEgr1V0416102UniPk.narrowPeak.gz
265	H1-hESC	FOSL1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescFosl1sc183V0416102UniPk.narrowPeak.gz
266	H1-hESC	GABP		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescGabpPcr1xUniPk.narrowPeak.gz
267	H1-hESC	HDAC2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescHdac2sc6296V0416102UniPk.narrowPeak.gz
268	H1-hESC	JunD		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescJundV0416102UniPk.narrowPeak.gz
269	H1-hESC	NANOG		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescNanogsc33759V0416102UniPk.narrowPeak.gz
270	H1-hESC	NRSF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescNrsfV0416102UniPk.narrowPeak.gz
271	H1-hESC	p300		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescP300V0416102UniPk.narrowPeak.gz
272	H1-hESC	Pol2-4H8		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescPol24h8V0416102UniPk.narrowPeak.gz
273	H1-hESC	Pol2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescPol2V0416102UniPk.narrowPeak.gz
274	H1-hESC	POU5F1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescPou5f1sc9081V0416102UniPk.narrowPeak.gz
275	H1-hESC	Rad21		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescRad21V0416102UniPk.narrowPeak.gz
276	H1-hESC	RXRA		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescRxraV0416102UniPk.narrowPeak.gz
277	H1-hESC	Sin3Ak-20		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescSin3ak20Pcr1xUniPk.narrowPeak.gz
278	H1-hESC	SIX5		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescSix5Pcr1xUniPk.narrowPeak.gz
279	H1-hESC	SP1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescSp1Pcr1xUniPk.narrowPeak.gz
280	H1-hESC	SP2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescSp2V0422111UniPk.narrowPeak.gz
281	H1-hESC	SP4		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescSp4v20V0422111UniPk.narrowPeak.gz
282	H1-hESC	SRF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescSrfPcr1xUniPk.narrowPeak.gz
283	H1-hESC	TAF1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescTaf1V0416102UniPk.narrowPeak.gz
284	H1-hESC	TAF7		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescTaf7sc101167V0416102UniPk.narrowPeak.gz
285	H1-hESC	TCF12		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescTcf12Pcr1xUniPk.narrowPeak.gz
286	H1-hESC	TEAD4		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescTead4sc101184V0422111UniPk.narrowPeak.gz
287	H1-hESC	USF-1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescUsf1Pcr1xUniPk.narrowPeak.gz
288	H1-hESC	YY1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibH1hescYy1sc281V0416102UniPk.narrowPeak.gz
289	HCT-116	Pol2-4H8		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHct116Pol24h8V0416101UniPk.narrowPeak.gz
290	HCT-116	YY1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHct116Yy1sc281V0416101UniPk.narrowPeak.gz
291	HCT-116	ZBTB33		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHct116Zbtb33V0416101UniPk.narrowPeak.gz
292	HeLa-S3	GABP		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHelas3GabpPcr1xUniPk.narrowPeak.gz
293	HeLa-S3	NRSF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHelas3NrsfPcr1xUniPk.narrowPeak.gz
294	HeLa-S3	Pol2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHelas3Pol2Pcr1xUniPk.narrowPeak.gz
295	HeLa-S3	TAF1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHelas3Taf1Pcr1xUniPk.narrowPeak.gz
296	HepG2	ATF3		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Atf3V0416101UniPk.narrowPeak.gz
297	HepG2	BHLHE40		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Bhlhe40V0416101UniPk.narrowPeak.gz
298	HepG2	CEBPB		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Cebpbsc150V0416101UniPk.narrowPeak.gz
299	HepG2	CEBPD		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Cebpdsc636V0416101UniPk.narrowPeak.gz
300	HepG2	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Ctcfsc5916V0416101UniPk.narrowPeak.gz
301	HepG2	ELF1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Elf1sc631V0416101UniPk.narrowPeak.gz
302	HepG2	FOSL2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Fosl2V0416101UniPk.narrowPeak.gz
303	HepG2	FOXA1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Foxa1sc101058V0416101UniPk.narrowPeak.gz
304	HepG2	FOXA1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Foxa1sc6553V0416101UniPk.narrowPeak.gz
305	HepG2	FOXA2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Foxa2sc6554V0416101UniPk.narrowPeak.gz
306	HepG2	GABP		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2GabpPcr2xUniPk.narrowPeak.gz
307	HepG2	HDAC2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Hdac2sc6296V0416101UniPk.narrowPeak.gz
308	HepG2	HNF4A		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Hnf4asc8987V0416101UniPk.narrowPeak.gz
309	HepG2	HNF4G		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Hnf4gsc6558V0416101UniPk.narrowPeak.gz
310	HepG2	JunD		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2JundPcr1xUniPk.narrowPeak.gz
311	HepG2	MBD4		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Mbd4sc271530V0422111UniPk.narrowPeak.gz
312	HepG2	MYBL2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Mybl2sc81192V0422111UniPk.narrowPeak.gz
313	HepG2	NFIC		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Nficsc81335V0422111UniPk.narrowPeak.gz
314	HepG2	NRSF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2NrsfPcr2xUniPk.narrowPeak.gz
315	HepG2	NRSF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2NrsfV0416101UniPk.narrowPeak.gz
316	HepG2	p300		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2P300V0416101UniPk.narrowPeak.gz
317	HepG2	Pol2-4H8		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Pol24h8V0416102UniPk.narrowPeak.gz
318	HepG2	Pol2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Pol2Pcr2xUniPk.narrowPeak.gz
319	HepG2	Rad21		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Rad21V0416101UniPk.narrowPeak.gz
320	HepG2	RXRA		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2RxraPcr1xUniPk.narrowPeak.gz
321	HepG2	Sin3Ak-20		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Sin3ak20Pcr1xUniPk.narrowPeak.gz
322	HepG2	SP1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Sp1Pcr1xUniPk.narrowPeak.gz
323	HepG2	SP2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Sp2V0422111UniPk.narrowPeak.gz
324	HepG2	SRF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2SrfV0416101UniPk.narrowPeak.gz
325	HepG2	TAF1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Taf1Pcr2xUniPk.narrowPeak.gz
326	HepG2	TCF12		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Tcf12Pcr1xUniPk.narrowPeak.gz
327	HepG2	TEAD4		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Tead4sc101184V0422111UniPk.narrowPeak.gz
328	HepG2	USF-1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Usf1Pcr1xUniPk.narrowPeak.gz
329	HepG2	YY1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Yy1sc281V0416101UniPk.narrowPeak.gz
330	HepG2	ZBTB33		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Zbtb33Pcr1xUniPk.narrowPeak.gz
331	HepG2	ZBTB7A		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHepg2Zbtb7aV0416101UniPk.narrowPeak.gz
332	HUVEC	Pol2-4H8		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHuvecPol24h8V0416101UniPk.narrowPeak.gz
333	HUVEC	Pol2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibHuvecPol2Pcr1xUniPk.narrowPeak.gz
334	K562	ATF3		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibK562Atf3V0416101UniPk.narrowPeak.gz
335	K562	BCL3		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibK562Bcl3Pcr1xUniPk.narrowPeak.gz
336	K562	BCLAF1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibK562Bclaf101388Pcr1xUniPk.narrowPeak.gz
337	K562	CBX3		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibK562Cbx3sc101004V0422111UniPk.narrowPeak.gz
338	K562	CEBPB		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibK562Cebpbsc150V0422111UniPk.narrowPeak.gz
339	K562	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsHaibK562CtcfcPcr1xUniPk.narrowPeak.gz
